ID_Kursi,Nomor_Kursi,ID_Gerbong
KS000187,18B,GB00002
KS000188,18C,GB00002
KS000189,18D,GB00002
KS000190,18E,GB00002
KS000191,19A,GB00002
KS000192,19B,GB00002
KS000193,19C,GB00002
KS000194,19D,GB00002
KS000195,19E,GB00002
KS000196,20A,GB00002
KS000197,20B,GB00002
KS000198,20C,GB00002
KS000199,20D,GB00002
KS000200,20E,GB00002
KS000201,1A,GB00003
KS000202,1B,GB00003
KS000203,1C,GB00003
KS000204,1D,GB00003
KS000205,1E,GB00003
KS000206,2A,GB00003
KS000207,2B,GB00003
KS000208,2C,GB00003
KS000209,2D,GB00003
KS000210,2E,GB00003
KS000211,3A,GB00003
KS000212,3B,GB00003
KS000213,3C,GB00003
KS000214,3D,GB00003
KS000215,3E,GB00003
KS000216,4A,GB00003
KS000217,4B,GB00003
KS000218,4C,GB00003
KS000219,4D,GB00003
KS000220,4E,GB00003
KS000221,5A,GB00003
KS000222,5B,GB00003
KS000223,5C,GB00003
KS000224,5D,GB00003
KS000225,5E,GB00003
KS000226,6A,GB00003
KS000227,6B,GB00003
KS000228,6C,GB00003
KS000229,6D,GB00003
KS000230,6E,GB00003
KS000231,7A,GB00003
KS000232,7B,GB00003
KS000233,7C,GB00003
KS000234,7D,GB00003
KS000235,7E,GB00003
KS000236,8A,GB00003
KS000237,8B,GB00003
KS000238,8C,GB00003
KS000239,8D,GB00003
KS000240,8E,GB00003
KS000241,9A,GB00003
KS000242,9B,GB00003
KS000243,9C,GB00003
KS000244,9D,GB00003
KS000245,9E,GB00003
KS000246,10A,GB00003
KS000247,10B,GB00003
KS000248,10C,GB00003
KS000249,10D,GB00003
KS000250,10E,GB00003
KS000251,11A,GB00003
KS000252,11B,GB00003
KS000253,11C,GB00003
KS000254,11D,GB00003
KS000255,11E,GB00003
KS000256,12A,GB00003
KS000257,12B,GB00003
KS000258,12C,GB00003
KS000259,12D,GB00003
KS000260,12E,GB00003
KS000261,13A,GB00003
KS000262,13B,GB00003
KS000263,13C,GB00003
KS000264,13D,GB00003
KS000265,13E,GB00003
KS000266,14A,GB00003
KS000267,14B,GB00003
KS000268,14C,GB00003
KS000269,14D,GB00003
KS000270,14E,GB00003
KS000271,15A,GB00003
KS000272,15B,GB00003
KS000273,15C,GB00003
KS000274,15D,GB00003
KS000275,15E,GB00003
KS000276,16A,GB00003
KS000277,16B,GB00003
KS000278,16C,GB00003
KS000279,16D,GB00003
KS000280,16E,GB00003
KS000281,17A,GB00003
KS000282,17B,GB00003
KS000283,17C,GB00003
KS000284,17D,GB00003
KS000285,17E,GB00003
KS000286,18A,GB00003
KS000287,18B,GB00003
KS000288,18C,GB00003
KS000289,18D,GB00003
KS000290,18E,GB00003
KS000291,19A,GB00003
KS000292,19B,GB00003
KS000293,19C,GB00003
KS000294,19D,GB00003
KS000295,19E,GB00003
KS000296,20A,GB00003
KS000297,20B,GB00003
KS000298,20C,GB00003
KS000299,20D,GB00003
KS000300,20E,GB00003
KS000301,1A,GB00004
KS000302,1B,GB00004
KS000303,1C,GB00004
KS000304,1D,GB00004
KS000305,1E,GB00004
KS000306,2A,GB00004
KS000307,2B,GB00004
KS000308,2C,GB00004
KS000309,2D,GB00004
KS000310,2E,GB00004
KS000311,3A,GB00004
KS000312,3B,GB00004
KS000313,3C,GB00004
KS000314,3D,GB00004
KS000315,3E,GB00004
KS000316,4A,GB00004
KS000317,4B,GB00004
KS000318,4C,GB00004
KS000319,4D,GB00004
KS000320,4E,GB00004
KS000321,5A,GB00004
KS000322,5B,GB00004
KS000323,5C,GB00004
KS000324,5D,GB00004
KS000325,5E,GB00004
KS000326,6A,GB00004
KS000327,6B,GB00004
KS000328,6C,GB00004
KS000329,6D,GB00004
KS000330,6E,GB00004
KS000331,7A,GB00004
KS000332,7B,GB00004
KS000333,7C,GB00004
KS000334,7D,GB00004
KS000335,7E,GB00004
KS000336,8A,GB00004
KS000337,8B,GB00004
KS000338,8C,GB00004
KS000339,8D,GB00004
KS000340,8E,GB00004
KS000341,9A,GB00004
KS000342,9B,GB00004
KS000343,9C,GB00004
KS000344,9D,GB00004
KS000345,9E,GB00004
KS000346,10A,GB00004
KS000347,10B,GB00004
KS000348,10C,GB00004
KS000349,10D,GB00004
KS000350,10E,GB00004
KS000351,11A,GB00004
KS000352,11B,GB00004
KS000353,11C,GB00004
KS000354,11D,GB00004
KS000355,11E,GB00004
KS000356,12A,GB00004
KS000357,12B,GB00004
KS000358,12C,GB00004
KS000359,12D,GB00004
KS000360,12E,GB00004
KS000361,13A,GB00004
KS000362,13B,GB00004
KS000363,13C,GB00004
KS000364,13D,GB00004
KS000365,13E,GB00004
KS000366,14A,GB00004
KS000367,14B,GB00004
KS000368,14C,GB00004
KS000369,14D,GB00004
KS000370,14E,GB00004
KS000371,15A,GB00004
KS000372,15B,GB00004
KS000373,15C,GB00004
KS000374,15D,GB00004
KS000375,15E,GB00004
KS000376,16A,GB00004
KS000377,16B,GB00004
KS000378,16C,GB00004
KS000379,16D,GB00004
KS000380,16E,GB00004
KS000381,17A,GB00004
KS000382,17B,GB00004
KS000383,17C,GB00004
KS000384,17D,GB00004
KS000385,17E,GB00004
KS000386,18A,GB00004
KS000387,18B,GB00004
KS000388,18C,GB00004
KS000389,18D,GB00004
KS000390,18E,GB00004
KS000391,19A,GB00004
KS000392,19B,GB00004
KS000393,19C,GB00004
KS000394,19D,GB00004
KS000395,19E,GB00004
KS000396,20A,GB00004
KS000397,20B,GB00004
KS000398,20C,GB00004
KS000399,20D,GB00004
KS000400,20E,GB00004
KS000401,1A,GB00005
KS000402,1B,GB00005
KS000403,1C,GB00005
KS000404,1D,GB00005
KS000405,1E,GB00005
KS000406,2A,GB00005
KS000407,2B,GB00005
KS000408,2C,GB00005
KS000409,2D,GB00005
KS000410,2E,GB00005
KS000411,3A,GB00005
KS000412,3B,GB00005
KS000413,3C,GB00005
KS000414,3D,GB00005
KS000415,3E,GB00005
KS000416,4A,GB00005
KS000417,4B,GB00005
KS000418,4C,GB00005
KS000419,4D,GB00005
KS000420,4E,GB00005
KS000421,5A,GB00005
KS000422,5B,GB00005
KS000423,5C,GB00005
KS000424,5D,GB00005
KS000425,5E,GB00005
KS000426,6A,GB00005
KS000427,6B,GB00005
KS000428,6C,GB00005
KS000429,6D,GB00005
KS000430,6E,GB00005
KS000431,7A,GB00005
KS000432,7B,GB00005
KS000433,7C,GB00005
KS000434,7D,GB00005
KS000435,7E,GB00005
KS000436,8A,GB00005
KS000437,8B,GB00005
KS000438,8C,GB00005
KS000439,8D,GB00005
KS000440,8E,GB00005
KS000441,9A,GB00005
KS000442,9B,GB00005
KS000443,9C,GB00005
KS000444,9D,GB00005
KS000445,9E,GB00005
KS000446,10A,GB00005
KS000447,10B,GB00005
KS000448,10C,GB00005
KS000449,10D,GB00005
KS000450,10E,GB00005
KS000451,11A,GB00005
KS000452,11B,GB00005
KS000453,11C,GB00005
KS000454,11D,GB00005
KS000455,11E,GB00005
KS000456,12A,GB00005
KS000457,12B,GB00005
KS000458,12C,GB00005
KS000459,12D,GB00005
KS000460,12E,GB00005
KS000461,13A,GB00005
KS000462,13B,GB00005
KS000463,13C,GB00005
KS000464,13D,GB00005
KS000465,13E,GB00005
KS000466,14A,GB00005
KS000467,14B,GB00005
KS000468,14C,GB00005
KS000469,14D,GB00005
KS000470,14E,GB00005
KS000471,15A,GB00005
KS000472,15B,GB00005
KS000473,15C,GB00005
KS000474,15D,GB00005
KS000475,15E,GB00005
KS000476,16A,GB00005
KS000477,16B,GB00005
KS000478,16C,GB00005
KS000479,16D,GB00005
KS000480,16E,GB00005
KS000481,17A,GB00005
KS000482,17B,GB00005
KS000483,17C,GB00005
KS000484,17D,GB00005
KS000485,17E,GB00005
KS000486,18A,GB00005
KS000487,18B,GB00005
KS000488,18C,GB00005
KS000489,18D,GB00005
KS000490,18E,GB00005
KS000491,19A,GB00005
KS000492,19B,GB00005
KS000493,19C,GB00005
KS000494,19D,GB00005
KS000495,19E,GB00005
KS000496,20A,GB00005
KS000497,20B,GB00005
KS000498,20C,GB00005
KS000499,20D,GB00005
KS000500,20E,GB00005
KS000501,1A,GB00006
KS000502,1B,GB00006
KS000503,1C,GB00006
KS000504,1D,GB00006
KS000505,1E,GB00006
KS000506,2A,GB00006
KS000507,2B,GB00006
KS000508,2C,GB00006
KS000509,2D,GB00006
KS000510,2E,GB00006
KS000511,3A,GB00006
KS000512,3B,GB00006
KS000513,3C,GB00006
KS000514,3D,GB00006
KS000515,3E,GB00006
KS000516,4A,GB00006
KS000517,4B,GB00006
KS000518,4C,GB00006
KS000519,4D,GB00006
KS000520,4E,GB00006
KS000521,5A,GB00006
KS000522,5B,GB00006
KS000523,5C,GB00006
KS000524,5D,GB00006
KS000525,5E,GB00006
KS000526,6A,GB00006
KS000527,6B,GB00006
KS000528,6C,GB00006
KS000529,6D,GB00006
KS000530,6E,GB00006
KS000531,7A,GB00006
KS000532,7B,GB00006
KS000533,7C,GB00006
KS000534,7D,GB00006
KS000535,7E,GB00006
KS000536,8A,GB00006
KS000537,8B,GB00006
KS000538,8C,GB00006
KS000539,8D,GB00006
KS000540,8E,GB00006
KS000541,9A,GB00006
KS000542,9B,GB00006
KS000543,9C,GB00006
KS000544,9D,GB00006
KS000545,9E,GB00006
KS000546,10A,GB00006
KS000547,10B,GB00006
KS000548,10C,GB00006
KS000549,10D,GB00006
KS000550,10E,GB00006
KS000551,11A,GB00006
KS000552,11B,GB00006
KS000553,11C,GB00006
KS000554,11D,GB00006
KS000555,11E,GB00006
KS000556,12A,GB00006
KS000557,12B,GB00006
KS000558,12C,GB00006
KS000559,12D,GB00006
KS000560,12E,GB00006
KS000561,13A,GB00006
KS000562,13B,GB00006
KS000563,13C,GB00006
KS000564,13D,GB00006
KS000565,13E,GB00006
KS000566,14A,GB00006
KS000567,14B,GB00006
KS000568,14C,GB00006
KS000569,14D,GB00006
KS000570,14E,GB00006
KS000571,15A,GB00006
KS000572,15B,GB00006
KS000573,15C,GB00006
KS000574,15D,GB00006
KS000575,15E,GB00006
KS000576,16A,GB00006
KS000577,16B,GB00006
KS000578,16C,GB00006
KS000579,16D,GB00006
KS000580,16E,GB00006
KS000581,17A,GB00006
KS000582,17B,GB00006
KS000583,17C,GB00006
KS000584,17D,GB00006
KS000585,17E,GB00006
KS000586,18A,GB00006
KS000587,18B,GB00006
KS000588,18C,GB00006
KS000589,18D,GB00006
KS000590,18E,GB00006
KS000591,19A,GB00006
KS000592,19B,GB00006
KS000593,19C,GB00006
KS000594,19D,GB00006
KS000595,19E,GB00006
KS000596,20A,GB00006
KS000597,20B,GB00006
KS000598,20C,GB00006
KS000599,20D,GB00006
KS000600,20E,GB00006
KS000601,1A,GB00007
KS000602,1B,GB00007
KS000603,1C,GB00007
KS000604,1D,GB00007
KS000605,1E,GB00007
KS000606,2A,GB00007
KS000607,2B,GB00007
KS000608,2C,GB00007
KS000609,2D,GB00007
KS000610,2E,GB00007
KS000611,3A,GB00007
KS000612,3B,GB00007
KS000613,3C,GB00007
KS000614,3D,GB00007
KS000615,3E,GB00007
KS000616,4A,GB00007
KS000617,4B,GB00007
KS000618,4C,GB00007
KS000619,4D,GB00007
KS000620,4E,GB00007
KS000621,5A,GB00007
KS000622,5B,GB00007
KS000623,5C,GB00007
KS000624,5D,GB00007
KS000625,5E,GB00007
KS000626,6A,GB00007
KS000627,6B,GB00007
KS000628,6C,GB00007
KS000629,6D,GB00007
KS000630,6E,GB00007
KS000631,7A,GB00007
KS000632,7B,GB00007
KS000633,7C,GB00007
KS000634,7D,GB00007
KS000635,7E,GB00007
KS000636,8A,GB00007
KS000637,8B,GB00007
KS000638,8C,GB00007
KS000639,8D,GB00007
KS000640,8E,GB00007
KS000641,9A,GB00007
KS000642,9B,GB00007
KS000643,9C,GB00007
KS000644,9D,GB00007
KS000645,9E,GB00007
KS000646,10A,GB00007
KS000647,10B,GB00007
KS000648,10C,GB00007
KS000649,10D,GB00007
KS000650,10E,GB00007
KS000651,11A,GB00007
KS000652,11B,GB00007
KS000653,11C,GB00007
KS000654,11D,GB00007
KS000655,11E,GB00007
KS000656,12A,GB00007
KS000657,12B,GB00007
KS000658,12C,GB00007
KS000659,12D,GB00007
KS000660,12E,GB00007
KS000661,13A,GB00007
KS000662,13B,GB00007
KS000663,13C,GB00007
KS000664,13D,GB00007
KS000665,13E,GB00007
KS000666,14A,GB00007
KS000667,14B,GB00007
KS000668,14C,GB00007
KS000669,14D,GB00007
KS000670,14E,GB00007
KS000671,15A,GB00007
KS000672,15B,GB00007
KS000673,15C,GB00007
KS000674,15D,GB00007
KS000675,15E,GB00007
KS000676,16A,GB00007
KS000677,16B,GB00007
KS000678,16C,GB00007
KS000679,16D,GB00007
KS000680,16E,GB00007
KS000681,17A,GB00007
KS000682,17B,GB00007
KS000683,17C,GB00007
KS000684,17D,GB00007
KS000685,17E,GB00007
KS000686,18A,GB00007
KS000687,18B,GB00007
KS000688,18C,GB00007
KS000689,18D,GB00007
KS000690,18E,GB00007
KS000691,19A,GB00007
KS000692,19B,GB00007
KS000693,19C,GB00007
KS000694,19D,GB00007
KS000695,19E,GB00007
KS000696,20A,GB00007
KS000697,20B,GB00007
KS000698,20C,GB00007
KS000699,20D,GB00007
KS000700,20E,GB00007
KS000701,1A,GB00008
KS000702,1B,GB00008
KS000703,1C,GB00008
KS000704,1D,GB00008
KS000705,1E,GB00008
KS000706,2A,GB00008
KS000707,2B,GB00008
KS000708,2C,GB00008
KS000709,2D,GB00008
KS000710,2E,GB00008
KS000711,3A,GB00008
KS000712,3B,GB00008
KS000713,3C,GB00008
KS000714,3D,GB00008
KS000715,3E,GB00008
KS000716,4A,GB00008
KS000717,4B,GB00008
KS000718,4C,GB00008
KS000719,4D,GB00008
KS000720,4E,GB00008
KS000721,5A,GB00008
KS000722,5B,GB00008
KS000723,5C,GB00008
KS000724,5D,GB00008
KS000725,5E,GB00008
KS000726,6A,GB00008
KS000727,6B,GB00008
KS000728,6C,GB00008
KS000729,6D,GB00008
KS000730,6E,GB00008
KS000731,7A,GB00008
KS000732,7B,GB00008
KS000733,7C,GB00008
KS000734,7D,GB00008
KS000735,7E,GB00008
KS000736,8A,GB00008
KS000737,8B,GB00008
KS000738,8C,GB00008
KS000739,8D,GB00008
KS000740,8E,GB00008
KS000741,9A,GB00008
KS000742,9B,GB00008
KS000743,9C,GB00008
KS000744,9D,GB00008
KS000745,9E,GB00008
KS000746,10A,GB00008
KS000747,10B,GB00008
KS000748,10C,GB00008
KS000749,10D,GB00008
KS000750,10E,GB00008
KS000751,11A,GB00008
KS000752,11B,GB00008
KS000753,11C,GB00008
KS000754,11D,GB00008
KS000755,11E,GB00008
KS000756,12A,GB00008
KS000757,12B,GB00008
KS000758,12C,GB00008
KS000759,12D,GB00008
KS000760,12E,GB00008
KS000761,13A,GB00008
KS000762,13B,GB00008
KS000763,13C,GB00008
KS000764,13D,GB00008
KS000765,13E,GB00008
KS000766,14A,GB00008
KS000767,14B,GB00008
KS000768,14C,GB00008
KS000769,14D,GB00008
KS000770,14E,GB00008
KS000771,15A,GB00008
KS000772,15B,GB00008
KS000773,15C,GB00008
KS000774,15D,GB00008
KS000775,15E,GB00008
KS000776,16A,GB00008
KS000777,16B,GB00008
KS000778,16C,GB00008
KS000779,16D,GB00008
KS000780,16E,GB00008
KS000781,17A,GB00008
KS000782,17B,GB00008
KS000783,17C,GB00008
KS000784,17D,GB00008
KS000785,17E,GB00008
KS000786,18A,GB00008
KS000787,18B,GB00008
KS000788,18C,GB00008
KS000789,18D,GB00008
KS000790,18E,GB00008
KS000791,19A,GB00008
KS000792,19B,GB00008
KS000793,19C,GB00008
KS000794,19D,GB00008
KS000795,19E,GB00008
KS000796,20A,GB00008
KS000797,20B,GB00008
KS000798,20C,GB00008
KS000799,20D,GB00008
KS000800,20E,GB00008
KS000801,1A,GB00009
KS000802,1B,GB00009
KS000803,1C,GB00009
KS000804,1D,GB00009
KS000805,1E,GB00009
KS000806,2A,GB00009
KS000807,2B,GB00009
KS000808,2C,GB00009
KS000809,2D,GB00009
KS000810,2E,GB00009
KS000811,3A,GB00009
KS000812,3B,GB00009
KS000813,3C,GB00009
KS000814,3D,GB00009
KS000815,3E,GB00009
KS000816,4A,GB00009
KS000817,4B,GB00009
KS000818,4C,GB00009
KS000819,4D,GB00009
KS000820,4E,GB00009
KS000821,5A,GB00009
KS000822,5B,GB00009
KS000823,5C,GB00009
KS000824,5D,GB00009
KS000825,5E,GB00009
KS000826,6A,GB00009
KS000827,6B,GB00009
KS000828,6C,GB00009
KS000829,6D,GB00009
KS000830,6E,GB00009
KS000831,7A,GB00009
KS000832,7B,GB00009
KS000833,7C,GB00009
KS000834,7D,GB00009
KS000835,7E,GB00009
KS000836,8A,GB00009
KS000837,8B,GB00009
KS000838,8C,GB00009
KS000839,8D,GB00009
KS000840,8E,GB00009
KS000841,9A,GB00009
KS000842,9B,GB00009
KS000843,9C,GB00009
KS000844,9D,GB00009
KS000845,9E,GB00009
KS000846,10A,GB00009
KS000847,10B,GB00009
KS000848,10C,GB00009
KS000849,10D,GB00009
KS000850,10E,GB00009
KS000851,11A,GB00009
KS000852,11B,GB00009
KS000853,11C,GB00009
KS000854,11D,GB00009
KS000855,11E,GB00009
KS000856,12A,GB00009
KS000857,12B,GB00009
KS000858,12C,GB00009
KS000859,12D,GB00009
KS000860,12E,GB00009
KS000861,13A,GB00009
KS000862,13B,GB00009
KS000863,13C,GB00009
KS000864,13D,GB00009
KS000865,13E,GB00009
KS000866,14A,GB00009
KS000867,14B,GB00009
KS000868,14C,GB00009
KS000869,14D,GB00009
KS000870,14E,GB00009
KS000871,15A,GB00009
KS000872,15B,GB00009
KS000873,15C,GB00009
KS000874,15D,GB00009
KS000875,15E,GB00009
KS000876,16A,GB00009
KS000877,16B,GB00009
KS000878,16C,GB00009
KS000879,16D,GB00009
KS000880,16E,GB00009
KS000881,17A,GB00009
KS000882,17B,GB00009
KS000883,17C,GB00009
KS000884,17D,GB00009
KS000885,17E,GB00009
KS000886,18A,GB00009
KS000887,18B,GB00009
KS000888,18C,GB00009
KS000889,18D,GB00009
KS000890,18E,GB00009
KS000891,19A,GB00009
KS000892,19B,GB00009
KS000893,19C,GB00009
KS000894,19D,GB00009
KS000895,19E,GB00009
KS000896,20A,GB00009
KS000897,20B,GB00009
KS000898,20C,GB00009
KS000899,20D,GB00009
KS000900,20E,GB00009
KS000901,1A,GB00010
KS000902,1B,GB00010
KS000903,1C,GB00010
KS000904,1D,GB00010
KS000905,1E,GB00010
KS000906,2A,GB00010
KS000907,2B,GB00010
KS000908,2C,GB00010
KS000909,2D,GB00010
KS000910,2E,GB00010
KS000911,3A,GB00010
KS000912,3B,GB00010
KS000913,3C,GB00010
KS000914,3D,GB00010
KS000915,3E,GB00010
KS000916,4A,GB00010
KS000917,4B,GB00010
KS000918,4C,GB00010
KS000919,4D,GB00010
KS000920,4E,GB00010
KS000921,5A,GB00010
KS000922,5B,GB00010
KS000923,5C,GB00010
KS000924,5D,GB00010
KS000925,5E,GB00010
KS000926,6A,GB00010
KS000927,6B,GB00010
KS000928,6C,GB00010
KS000929,6D,GB00010
KS000930,6E,GB00010
KS000931,7A,GB00010
KS000932,7B,GB00010
KS000933,7C,GB00010
KS000934,7D,GB00010
KS000935,7E,GB00010
KS000936,8A,GB00010
KS000937,8B,GB00010
KS000938,8C,GB00010
KS000939,8D,GB00010
KS000940,8E,GB00010
KS000941,9A,GB00010
KS000942,9B,GB00010
KS000943,9C,GB00010
KS000944,9D,GB00010
KS000945,9E,GB00010
KS000946,10A,GB00010
KS000947,10B,GB00010
KS000948,10C,GB00010
KS000949,10D,GB00010
KS000950,10E,GB00010
KS000951,11A,GB00010
KS000952,11B,GB00010
KS000953,11C,GB00010
KS000954,11D,GB00010
KS000955,11E,GB00010
KS000956,12A,GB00010
KS000957,12B,GB00010
KS000958,12C,GB00010
KS000959,12D,GB00010
KS000960,12E,GB00010
KS000961,13A,GB00010
KS000962,13B,GB00010
KS000963,13C,GB00010
KS000964,13D,GB00010
KS000965,13E,GB00010
KS000966,14A,GB00010
KS000967,14B,GB00010
KS000968,14C,GB00010
KS000969,14D,GB00010
KS000970,14E,GB00010
KS000971,15A,GB00010
KS000972,15B,GB00010
KS000973,15C,GB00010
KS000974,15D,GB00010
KS000975,15E,GB00010
KS000976,16A,GB00010
KS000977,16B,GB00010
KS000978,16C,GB00010
KS000979,16D,GB00010
KS000980,16E,GB00010
KS000981,17A,GB00010
KS000982,17B,GB00010
KS000983,17C,GB00010
KS000984,17D,GB00010
KS000985,17E,GB00010
KS000986,18A,GB00010
KS000987,18B,GB00010
KS000988,18C,GB00010
KS000989,18D,GB00010
KS000990,18E,GB00010
KS000991,19A,GB00010
KS000992,19B,GB00010
KS000993,19C,GB00010
KS000994,19D,GB00010
KS000995,19E,GB00010
KS000996,20A,GB00010
KS000997,20B,GB00010
KS000998,20C,GB00010
KS000999,20D,GB00010
KS001000,20E,GB00010
KS001001,1A,GB00011
KS001002,1B,GB00011
KS001003,1C,GB00011
KS001004,1D,GB00011
KS001005,1E,GB00011
KS001006,2A,GB00011
KS001007,2B,GB00011
KS001008,2C,GB00011
KS001009,2D,GB00011
KS001010,2E,GB00011
KS001011,3A,GB00011
KS001012,3B,GB00011
KS001013,3C,GB00011
KS001014,3D,GB00011
KS001015,3E,GB00011
KS001016,4A,GB00011
KS001017,4B,GB00011
KS001018,4C,GB00011
KS001019,4D,GB00011
KS001020,4E,GB00011
KS001021,5A,GB00011
KS001022,5B,GB00011
KS001023,5C,GB00011
KS001024,5D,GB00011
KS001025,5E,GB00011
KS001026,6A,GB00011
KS001027,6B,GB00011
KS001028,6C,GB00011
KS001029,6D,GB00011
KS001030,6E,GB00011
KS001031,7A,GB00011
KS001032,7B,GB00011
KS001033,7C,GB00011
KS001034,7D,GB00011
KS001035,7E,GB00011
KS001036,8A,GB00011
KS001037,8B,GB00011
KS001038,8C,GB00011
KS001039,8D,GB00011
KS001040,8E,GB00011
KS001041,9A,GB00011
KS001042,9B,GB00011
KS001043,9C,GB00011
KS001044,9D,GB00011
KS001045,9E,GB00011
KS001046,10A,GB00011
KS001047,10B,GB00011
KS001048,10C,GB00011
KS001049,10D,GB00011
KS001050,10E,GB00011
KS001051,11A,GB00011
KS001052,11B,GB00011
KS001053,11C,GB00011
KS001054,11D,GB00011
KS001055,11E,GB00011
KS001056,12A,GB00011
KS001057,12B,GB00011
KS001058,12C,GB00011
KS001059,12D,GB00011
KS001060,12E,GB00011
KS001061,13A,GB00011
KS001062,13B,GB00011
KS001063,13C,GB00011
KS001064,13D,GB00011
KS001065,13E,GB00011
KS001066,14A,GB00011
KS001067,14B,GB00011
KS001068,14C,GB00011
KS001069,14D,GB00011
KS001070,14E,GB00011
KS001071,15A,GB00011
KS001072,15B,GB00011
